textDisplay,label_manual,cleaned_text
negara kita di bilangin emisi karbon gmn dong negara industri sprti amerika dan eropa dll merekalah yg dr dahulu kala membuat polusi,0,negara kita di bilangin emisi karbon gmn dong negara industri sprti amerika dan eropa dll merekalah yg dr dahulu kala membuat polusi
Orang kalimantan cuma bisa bilang memangnya jawa saja yang boleh maju,1,Orang kalimantan cuma bisa bilang memangnya jawa saja yang boleh maju
"Setuju, jawa mulu yg dibangun. Ada krt, jalan tol, dll. Lah kaltim aja tol baru ada 1,dan bahkan gk ada kereta api kek di jawa. Dibilang alasan karena medan lah ini itu. Padahal kan itukan tugasnya pemerintah buat cari solusi",0,Setuju jawa mulu yg dibangun Ada krt jalan tol dll Lah kaltim aja tol baru ada dan bahkan gk ada kereta api kek di jawa Dibilang alasan karena medan lah ini itu Padahal kan itukan tugasnya pemerintah buat cari solusi
"Ada satu fakta yang terlewat. <br>Awal 2021. Januari 2021, kalimantan selatan, di terjang banjir terbesar. 11 dari 13 kabupaten kota di kalsel terkena banjir.",1,Ada satu fakta yang terlewat Awal Januari kalimantan selatan di terjang banjir terbesar dari kabupaten kota di kalsel terkena banjir
"Jadi inget kata2 seorang komika &quot;Klo datang banjir gampang, solusinya salahkan pemerintah&quot;.. Iya juga ya.. pemerintah yg memegang regulasi &amp; memberikan izin penggunaan lahan ke korporat &amp; investor asing buat pembukaan lahan, tambang dan minim reboisasi..",0,Jadi inget kata seorang komika quotKlo datang banjir gampang solusinya salahkan pemerintahquot Iya juga ya pemerintah yg memegang regulasi amp memberikan izin penggunaan lahan ke korporat amp investor asing buat pembukaan lahan tambang dan minim reboisasi
"Harusnya khusus pembangunan cukup di pulau jawa saja, sedangkan pulau-pulau lain dibiarkan tetap jadi hutan jangan dirusak hutannya, kasihan dunia kehilangan paru2 nya.",0,Harusnya khusus pembangunan cukup di pulau jawa saja sedangkan pulaupulau lain dibiarkan tetap jadi hutan jangan dirusak hutannya kasihan dunia kehilangan paru nya
Terus penduduknya yg bertambah mau ditarok dimn bang? Sedangkan Jawa saja sudah menjadi pulau terpadat di Dunia.,0,Terus penduduknya yg bertambah mau ditarok dimn bang Sedangkan Jawa saja sudah menjadi pulau terpadat di Dunia
"@@hidupdidesa9068 di pulau jawa kan masih luas masih banyak kampung2, gunung dan hutannya, itu aja yg dibangun, pindahkan penduduknya ke kampung2.",0,hidupdidesa di pulau jawa kan masih luas masih banyak kampung gunung dan hutannya itu aja yg dibangun pindahkan penduduknya ke kampung
@@radja529 hadeeehhh... transmigrasi Indonesia itu sejak jaman tahun 70an. Kalo nggak di transmigrasi dah kayak cendol dijawa semua. Itu ngga sehat. Ini palah gunung suruh nempatin orang. Apa2an?,0,radja hadeeehhh transmigrasi Indonesia itu sejak jaman tahun an Kalo nggak di transmigrasi dah kayak cendol dijawa semua Itu ngga sehat Ini palah gunung suruh nempatin orang Apaan
yaaah sy sbg perantau di ladang sawit jd gimana gitu liat ini.<br>tapi y g kerja g punya tabungan.<br>moga ad jalan tengah nya,0,yaaah sy sbg perantau di ladang sawit jd gimana gitu liat initapi y g kerja g punya tabunganmoga ad jalan tengah nya
Jadi paru paru dunia kalau rakyatnya masih kelaparan juga buat apa,0,Jadi paru paru dunia kalau rakyatnya masih kelaparan juga buat apa
"Itu sudah, yang terlewat dari pemberitaan ini",1,Itu sudah yang terlewat dari pemberitaan ini
Suharto adalah pembuka awal dr penjajah cara baru,1,Suharto adalah pembuka awal dr penjajah cara baru
"gan, refrensinya diisi dong, makasiii",1,gan refrensinya diisi dong makasiii
"Coba nanya ke bule itu, Hutan London kemana?😀 Siapa yg duluan ngerusak Hutan?😎",1,Coba nanya ke bule itu Hutan London kemana Siapa yg duluan ngerusak Hutan
"Ini baru namanya kerja kerja kerja, ada yang merasa di kerjain ?🤣🤣🤣",1,Ini baru namanya kerja kerja kerja ada yang merasa di kerjain
"semoga kita selamat dari karma buruk yg disebabkan ulah &#39;segelintir&#39; orang di balik rusaknya lingkungan, termasuk hutan Kalimantan",0,semoga kita selamat dari karma buruk yg disebabkan ulah segelintir orang di balik rusaknya lingkungan termasuk hutan Kalimantan
"Anak cucu kita 10-20 tahun lagi tidak akan merasakan nikmatnya hidup dialam liar Kalimantan, biarlah mereka yang mendapatkan keuntungan pribadi mendapatkan ganjarannya, yang suka mengekploitasi hutan, tetapi bukan itu masalahnya, dampak rusaknya hutan asap yang berbahaya dan ekosistem udara tercemar disekitar hingga cuaca, kita yang gak berdosa yang tidak pernah mendapatkan apa apa dari mereka juga merasakan dampaknya, hmmm tuhan itu adil, jadi tau mana yang dikasih azab dan diberikan ujian kasih sayang, semoga tuhan melindungi kita semua ameennn",1,Anak cucu kita tahun lagi tidak akan merasakan nikmatnya hidup dialam liar Kalimantan biarlah mereka yang mendapatkan keuntungan pribadi mendapatkan ganjarannya yang suka mengekploitasi hutan tetapi bukan itu masalahnya dampak rusaknya hutan asap yang berbahaya dan ekosistem udara tercemar disekitar hingga cuaca kita yang gak berdosa yang tidak pernah mendapatkan apa apa dari mereka juga merasakan dampaknya hmmm tuhan itu adil jadi tau mana yang dikasih azab dan diberikan ujian kasih sayang semoga tuhan melindungi kita semua ameennn
Orang Djawa bikin masalah di pulau Kalimantan 😐,0,Orang Djawa bikin masalah di pulau Kalimantan
Lu pikir para kapitalis orang2 jawa doang?,1,Lu pikir para kapitalis orang jawa doang
@@zeroday6949 faktanya presiden dari dulu sampai sekarang kecuali Habibie orang mana coba? ..ya orang djawa,1,zeroday faktanya presiden dari dulu sampai sekarang kecuali Habibie orang mana coba ya orang djawa
Lah kok jadi bawa presiden?,1,Lah kok jadi bawa presiden
"Sebetulnya ini hal sangat mudah. Pohon buah seperti mangga, jambu dll dalam 3 tahun sudah berbuah dan bisa setinggi 6 meter. Yang bibit cangkok. Harus ada reboisasi. Dan bisa dinikmati buahnya.",0,Sebetulnya ini hal sangat mudah Pohon buah seperti mangga jambu dll dalam tahun sudah berbuah dan bisa setinggi meter Yang bibit cangkok Harus ada reboisasi Dan bisa dinikmati buahnya
Jaman SUHARTO DAN SBY terjadi ijin konsesi BESAR BESARAN. Alhamdulillah di era pak Jokowi Reforestasi mulai di galakkan dengan ada nya Nursery Mentawai bisa menghasilkan 20 juta bibit,0,Jaman SUHARTO DAN SBY terjadi ijin konsesi BESAR BESARAN Alhamdulillah di era pak Jokowi Reforestasi mulai di galakkan dengan ada nya Nursery Mentawai bisa menghasilkan juta bibit
Indonesia di takuti dunia negara hebat setara dengan AS dan CINA😂,1,Indonesia di takuti dunia negara hebat setara dengan AS dan CINA
Chanel hoax bulshit 🤣Eropa Australia banjir longsor 🙊,1,Chanel hoax bulshit Eropa Australia banjir longsor
Manusia perlahan menuju kehancuran nya sendiri,0,Manusia perlahan menuju kehancuran nya sendiri
Dan ga abis pikir yg masih pro dengan ikn.,1,Dan ga abis pikir yg masih pro dengan ikn
Makasih jo,1,Makasih jo
"PARA PEMBUAT KERUSAKAN DI ATAS MUKA BUMI, <br>TAK LAMA AKAN DI CEMETI",0,PARA PEMBUAT KERUSAKAN DI ATAS MUKA BUMI TAK LAMA AKAN DI CEMETI
"Jika ikn tidak jadi maka narasi bakal pindah ke jakarta meliput semrautnya jakarta dan kepadatan penduduk serta naiknya air laut ,serba salah,.kalo mau lihat dari satu sisi gabakal nemu jawaban yg benar,sayangya narasi berada di salah satu sisi",0,Jika ikn tidak jadi maka narasi bakal pindah ke jakarta meliput semrautnya jakarta dan kepadatan penduduk serta naiknya air laut serba salahkalo mau lihat dari satu sisi gabakal nemu jawaban yg benarsayangya narasi berada di salah satu sisi
"Jangan pusing tentang banjir, seperti kata mereka banjir itu salah nya pak anis,, udah selesai gitu iyaa gitu salahnya pak anis...",0,Jangan pusing tentang banjir seperti kata mereka banjir itu salah nya pak anis udah selesai gitu iyaa gitu salahnya pak anis
Tinggal tunggu erosi tanah longsor dan banjir,0,Tinggal tunggu erosi tanah longsor dan banjir
Lanjutkan 3Priode biar tambah RUSAK hutan wkwkwkkwwk,1,Lanjutkan Priode biar tambah RUSAK hutan wkwkwkkwwk
"Mau nanya, jika semua tumbuhan melakukan hal yg sama, yaitu menyerap co2 dan mengeluarkan oksigen, apakah tanaman sawit juga berlaku demikian? Jika ya, mengapa tanaman sawit yg semakin banyak ditanam justru tidak bisa mengurangi jumlah karbon di udara??",0,Mau nanya jika semua tumbuhan melakukan hal yg sama yaitu menyerap co dan mengeluarkan oksigen apakah tanaman sawit juga berlaku demikian Jika ya mengapa tanaman sawit yg semakin banyak ditanam justru tidak bisa mengurangi jumlah karbon di udara
"@张韶涵張韶涵 ooh begitu. Terus kalau sawit mengonsumsi air yg tinggi, mengapa tanaman sawit tidak bisa menjadi penahan kelebihan air sehingga kalau musim hujan di daerah yg banyak pohon sawitnya justru yg keseringan banjir?",1,ooh begitu Terus kalau sawit mengonsumsi air yg tinggi mengapa tanaman sawit tidak bisa menjadi penahan kelebihan air sehingga kalau musim hujan di daerah yg banyak pohon sawitnya justru yg keseringan banjir
@@alyoumaakmal7565 begitu... Trima kasihh infonya,1,alyoumaakmal begitu Trima kasihh infonya
Enak jaman ku toh ?,1,Enak jaman ku toh
"Mungkin perlu ganti istilah &quot;Pemerintah&quot;..<br>Klo diluar kan &quot;Government&quot;, dari kata &quot;Govern&quot; (lebih ke &quot;mengelola&quot; atopun berasa ada responsibility).<br>beda dengan &quot;Pemerintah&quot;, dari kata &quot;Perintah&quot;/ &quot;Merintah&quot; (nyuruh2 aja, mo apa bwt apa, terserah yg merintah).<br><br>cm main2 kata aja, jgn dimasukin ke hati, maap klo ada salah. 😆",1,Mungkin perlu ganti istilah PemerintahKlo diluar kan Government dari kata Govern lebih ke mengelola atopun berasa ada responsibilitybeda dengan Pemerintah dari kata Perintah Merintah nyuruh aja mo apa bwt apa terserah yg merintahcm main kata aja jgn dimasukin ke hati maap klo ada salah
ke Kalimantan 2021 kemarin buset sepanjang jalan sawit semua pohon nya,1,ke Kalimantan kemarin buset sepanjang jalan sawit semua pohon nya
"Buset. Buka-bukaan banget justifikasi deforestasi untuk infrastruktur, oleh menterinya langsung pula.",1,Buset Bukabukaan banget justifikasi deforestasi untuk infrastruktur oleh menterinya langsung pula
PT. Alas kusuma grup. Perusahaan pembalakan hutan yg masih aktif bekerja sampai sekarang.,1,PT Alas kusuma grup Perusahaan pembalakan hutan yg masih aktif bekerja sampai sekarang
"Antek amerika bikin propaganda anti pemerintah. Ya beginilah barat mengatur dunia melalui segala cara,termasuk melalui akun youtube ini.",1,Antek amerika bikin propaganda anti pemerintah Ya beginilah barat mengatur dunia melalui segala caratermasuk melalui akun youtube ini
Paling tidak jaman Jokowi Deforestasi dari kebakaran dan Pembakaran lahan berkurang drastis.,2,Paling tidak jaman Jokowi Deforestasi dari kebakaran dan Pembakaran lahan berkurang drastis
Perusahaan asing sing ngenteke....,1,Perusahaan asing sing ngenteke
selanjutnya apakah papua hutannya yg habis...?,1,selanjutnya apakah papua hutannya yg habis
"Percaya gak percaya, pemindahan ibukota baru, akan berdampak terutama bencananya, semoga baik2 saja",0,Percaya gak percaya pemindahan ibukota baru akan berdampak terutama bencananya semoga baik saja
Planga plongo merokeeeettt 😂😂😂😂,1,Planga plongo merokeeeettt
"Udh jangan ngeluh , anggap aja ujian",1,Udh jangan ngeluh anggap aja ujian
"TUHAN sudah memberikan begitu banyaknya kekayaan alam buat indoneaia, tp sayang manusianya gk bisa menjaga.",1,TUHAN sudah memberikan begitu banyaknya kekayaan alam buat indoneaia tp sayang manusianya gk bisa menjaga
yang lagi di gadang2 pindah ibu kota negara.... kaya di paksa.. apa untuk di exploitasi lebih besar .. hutan dan hewan jadi korban.. 🤦🤦,0,yang lagi di gadang pindah ibu kota negara kaya di paksa apa untuk di exploitasi lebih besar hutan dan hewan jadi korban
"Sibuk bikin ibu kota baru, padahal masih banyak infrastruktur didaerah2 masih tertinggal,jalan, sekolah, kesehatan, kemiskinan",0,Sibuk bikin ibu kota baru padahal masih banyak infrastruktur didaerah masih tertinggaljalan sekolah kesehatan kemiskinan
"Mau gimana lagi, sudah percuma berkomentar percuma memprotes Karna sudah tidak ada guna lagi tidak ada perubahan apa apa karna manusia itu serakah jadi kita tinggal menunggu bumi hancur dan manusia punah<br><br>Kalo hanya bicara tanpa adanya tindakan hutan kita tidak akan terselamatkan",1,Mau gimana lagi sudah percuma berkomentar percuma memprotes Karna sudah tidak ada guna lagi tidak ada perubahan apa apa karna manusia itu serakah jadi kita tinggal menunggu bumi hancur dan manusia punahKalo hanya bicara tanpa adanya tindakan hutan kita tidak akan terselamatkan
"Pembukaan lahan sawit yang menghabiskan lahan, minimal 20 ribu hektar izin HGU satu perusahaan. Kalikan beberapa perusahaan, itu dibabat habis semua vegetasi sampai rumput nya jga kemana ekosistem rantai makanan juga akan ikut punah. <a href=""http://www.youtube.com/results?search_query=%23peace"">#Peace</a>",0,Pembukaan lahan sawit yang menghabiskan lahan minimal ribu hektar izin HGU satu perusahaan Kalikan beberapa perusahaan itu dibabat habis semua vegetasi sampai rumput nya jga kemana ekosistem rantai makanan juga akan ikut punah Peace
Saya sebagai warga Samarinda pun ikut sedih melihat apa yang sekarang terjadi... Cuaca nya sekarang lebih panas dari pada yang dulu...,0,Saya sebagai warga Samarinda pun ikut sedih melihat apa yang sekarang terjadi Cuaca nya sekarang lebih panas dari pada yang dulu
"bodo amat, yang penting opung hut hut cuan cuan cuan.....",1,bodo amat yang penting opung hut hut cuan cuan cuan
Pengen teriak ke telinga para pejabat goblok banget pengelolaannya😡😡,0,Pengen teriak ke telinga para pejabat goblok banget pengelolaannya
paru&quot; dunia di rusak,0,paruquot dunia di rusak
mulai terasa efeknya,1,mulai terasa efeknya
Kalimantan akan banjir.. Liat aja.. Jangan senang dulu air lari itu ke daerah pesisir dekat laut..,1,Kalimantan akan banjir Liat aja Jangan senang dulu air lari itu ke daerah pesisir dekat laut
Mau kemanapun ibukota pindah kalau lingkungan dirusak siap-siap kena imbasnya,0,Mau kemanapun ibukota pindah kalau lingkungan dirusak siapsiap kena imbasnya
Kalimantan ketiak dunia,0,Kalimantan ketiak dunia
Ah sudahlah,1,Ah sudahlah
Mari tertawakan...yg ksh izin tambang dan sawit siapa..exploitasi saja biar kalimantan botak..sebotak2nya..biar kita cepat pada mati,0,Mari tertawakanyg ksh izin tambang dan sawit siapaexploitasi saja biar kalimantan botaksebotaknyabiar kita cepat pada mati
"saya dan seluruh org seluruh dunia senang seh jika kalimantan jadi hutan,tetap menyandang paru2 dunia! tapi kenyataanya amerika atau negara yg koar2 tentg iklim seperti eropa,mereka lebih dulu mengekspoitasi alam.ini sperti tetangga sebelah kanan kiri kamu lebih dulu membabat pohon ditanah mereka jadiin kontran,kost2an, mendapatkan uang,dan jadi &quot;negara maju&quot; lalu saat kamu ikuti lgkah mereka kamu diplototin..dilaporin ke rt,kamu dilarang2,lalu saat kamu kepepet akhirnya kepaksa deh kamu menjual lahan kamu dan mereka yg beli...kan konyol itu!",0,saya dan seluruh org seluruh dunia senang seh jika kalimantan jadi hutantetap menyandang paru dunia tapi kenyataanya amerika atau negara yg koar tentg iklim seperti eropamereka lebih dulu mengekspoitasi alamini sperti tetangga sebelah kanan kiri kamu lebih dulu membabat pohon ditanah mereka jadiin kontrankostan mendapatkan uangdan jadi quotnegara majuquot lalu saat kamu ikuti lgkah mereka kamu diplototindilaporin ke rtkamu dilaranglalu saat kamu kepepet akhirnya kepaksa deh kamu menjual lahan kamu dan mereka yg belikan konyol itu
Miris.,0,Miris
"Jadi inget sama warga papua yg hidup di salahsatu daerah yg hidup di bawah garis kemiskinan pedahal mereka hidup Di Tanah yg sangat kaya raya Dengan emas yg melimpah, mudah2n tidk terjadi sama masarakat kalimantan, mudah2n masarakat kalimantan hidup sejahtra dan mudah2n gak jadi kota mati seperti yg terjadi di negara lain yg memindahkan ibukota negara, tapi kita juga gak bisa tutup mata dan kita tau bahwa tanah jakarta semakin turun atau air laiut semakin naik yg artinya di waktu yg akan datang ada kemungkinan akan tenggelam Dan penduduk jakarta udah sgt padat, Kita semua Harus ber do,a mudah2n pemindahan ibukota adalah solusi terbaik untuk semua rakyat indonesia, dan demi kesetaraan peradaban manusia, jgn saling menghujat dan saling menyalahkan",1,Jadi inget sama warga papua yg hidup di salahsatu daerah yg hidup di bawah garis kemiskinan pedahal mereka hidup Di Tanah yg sangat kaya raya Dengan emas yg melimpah mudahn tidk terjadi sama masarakat kalimantan mudahn masarakat kalimantan hidup sejahtra dan mudahn gak jadi kota mati seperti yg terjadi di negara lain yg memindahkan ibukota negara tapi kita juga gak bisa tutup mata dan kita tau bahwa tanah jakarta semakin turun atau air laiut semakin naik yg artinya di waktu yg akan datang ada kemungkinan akan tenggelam Dan penduduk jakarta udah sgt padat Kita semua Harus ber doa mudahn pemindahan ibukota adalah solusi terbaik untuk semua rakyat indonesia dan demi kesetaraan peradaban manusia jgn saling menghujat dan saling menyalahkan
"Semakin cepat dipindah semakin cepat hutan dikalimantan habis, ingat bro Kalimantan baru2 ini dilanda banjir, kota yg tidak biasa banjir malah banjir, mending IKN pindah ke Papua biar harga bensin disana murah",0,Semakin cepat dipindah semakin cepat hutan dikalimantan habis ingat bro Kalimantan baru ini dilanda banjir kota yg tidak biasa banjir malah banjir mending IKN pindah ke Papua biar harga bensin disana murah
